date,speakers,title,subtitle,contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2002,Tommaso Padoa-Schioppa,Reflections on recent financial incidents,by Tommaso Padoa-Schioppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/2002,Eugenio Domingo Solans,A farewell to the peseta,Speech by Eugenio Domingo Solans,, see BANCO DE ESPAÑA (2001), pp. 63-84.  VELARDE FUERTES," Juan (2002) ""Nacimiento"," vida y muerte de la peseta""", Cuenta y Razón del Pensamiento Actual, no. 123, December 2001-January 2002, pp. 9-12, Madrid.   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/2002,Sirkka Hämäläinen,The euro as a monetary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/2002,Willem F. Duisenberg,China and the euro area in a global perspective,Dr. Willem F. Duisenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/2/2002,Tommaso Padoa-Schioppa,Remarks at the roundtable: Mid-term review of progress towards European financial integration,T. Padoa-Schioppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/2/2002,Tommaso Padoa-Schioppa,Securities and banking: bridges and walls,London School of Economics: Securities and banking: bridges and wallsLecture by Tommaso Padoa-Schioppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/2/2002,Christian Noyer,Success factors of the euro and the ECB,Speech by C. Noyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2002,Eugenio Domingo Solans,Primeras impresiones de la entrada en vigor del euro: impacto en los mercados financieros  y en el sistema bancario,Eugenio Domingo Solans Miembro del Consejo de Gobierno y del Comité Ejecutivo del Banco Central Europeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2002,Willem F. Duisenberg,The euro as a catalyst for European integration,Speech by Dr. Willem F. Duisenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/1/2002,Eugenio Domingo Solans,The culmination of European Monetary Union,Eugenio Domingo Solans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/1/2002,Willem F. Duisenberg,Testimony before  the Committee on Economic and Monetary Affairs  of the European Parliamentwith the President of the European Central Bank,,, satisfactorily at its trend rate of growth and inflation is under control, then M3 in the long run will grow by a percentage which is roughly equal to that of the reference value i.e. 4.5%, and if we were to forecast a different rate of growth then we would in fact be saying that we have to change our monetary policy at that time. So, we will not forecast it but we will analyse actual developments in the light of the economic circumstances and let me repeat at this time, when the population is living under circumstances of high uncertainty, it is quite normal for investors to keep their assets, if they have them, liquid for a longer period than otherwise would be the case, that they are hesitant to put their money into long term investments, be it portfolio or direct investment, and that they prefer to keep their powder dry in the form of short-term deposits or even currency in circulation for a time, which then leads to higher M3 figures. But to the extent that the uncertainty is fading away and that growth will be resuming and that confidence in the future will be increasing, to that extent the growth figures for M3, we are certain, will come down again.   Mr Schmidt (ELDR/SV)   Thank you Madame Chairman. Mr Duisenberg, a complete monetary policy for the Union is going to require another three members and you and I agree on that. After the successful introduction of the euro, there is a debate going on in my country, Sweden, about when a referendum could be held to join the euro. As you know, public opinion is changing and very fast, and there is now a majority in favour of Yes. The prime minister plans a referendum for February or April of 2003, with entry to the euro zone in February 2004 agreements at the summit in 2004 and then change of the currency in 2006. Now my question, Mr Duisenberg, is this: according to the present rules, you have to be part of the monetary system for two years, for Finland and Italy that was cut shorter, what do you think the possibilities are for us to spend less time within the system too?   Mr Duisenberg   It is not up to the European Central Bank to take a decision or to even speculate on such a decision. It's in the hands of governments and in particular the Heads of State and Government to judge, when the moment comes to make a judgement, whether the convergence that will have taken place in the individual countries concerned can be regarded as adequate. What the ECB will do - when a country applies for membership of monetary union, is to make a convergence report and the ECB will, in its convergence report, apply all the criteria that are mentioned in the Maastricht Treaty. It will make a fact-finding tour and conclusion. What the ECB will not do is make the final judgement.   Mr Schmidt (ELDR/SV)   But, Mr Duisenberg, can you today have a personal view on this issue?   Mr Duisenberg   Oh yes, I have a personal view, but I won't give it here. (Laughter)   Mr Schmidt (ELDR/SV)   Could you give it to me afterwards? (More laughter)   Mr Mayol i Raynal (Greens/EFA/ES)   Thank you Madame Chairman. Mr President," my question is inspired by an economist at the CNRS. On the 21st of this month in ""Libération""", he wrote that what is at stake with the euro is the ability of your bank, the ECB, to conduct a monetary policy that is acceptable to all countries in euroland, and he stresses that this may well be a difficult task, because despite cohesion policy there are difference which remain very large, and he takes the example of the unemployment rate. I had a look at the figures and for last year that rate was 2% of the active population in Luxembourg, 2.6% in the Netherlands, but 12.8% in Spain. Now, these differences are liable to lead to different monetary requirements and he says this is a policy matter, it can't be just technical. Now the Central Bank, because it is independent, is supposed to be strictly technical. So his conclusion is - should we not go back to the original premises and say that the central bank should remain under the control of politics and of the euro group - I think so too, which is why I pass this question on to you. I think that monetary policy should be political. Look at what is happening in Argentina. It isn't just the consequence of a monetary policy, I think the dollarization policy contributed to it.   Mr Duisenberg   If you have a single currency in a large area, you need to have single monetary policy, and a single monetary authority guarding over that single currency. That there will be differences in economic development in various parts of this monetary region, which is the euro area, is, in itself, inescapable, and is normal. There are differences and there have always been differences in individual countries as well, and there still are within the countries. There are huge differences in economic developments, including employment and unemployment developments in the United States, in Germany, in Italy and I assume also in Spain. One region will develop faster than others. Still, in all these areas I mentioned, there is one monetary policy. But I would like to add one remark, that is your question and the article you mentioned - ascribes a great influence to monetary policy on real economic developments. And, we know for sure, monetary policy in the short run can have an impact on the development of growth and with that the development of employment, but in the long run, the only impact that monetary policy has is on nominal values, on inflation. In the long run, monetary policy is as far as growth and employment is concerned, to be considered as neutral. So, I also would like to urge you: don't ascribe to monetary policy or give monetary policy tasks which it simply cannot fulfil seen over the longer term and it is the longer term that we have in mind when taking monetary policy measures.   Mrs Villiers (PPE-ED/UK)   I have two very short questions for you. If Germany does breach the 3% limit, will that alter your policy in any way, how would you react to that? That is my first question. And secondly, the press reported when you were first appointed that you didn't expect to serve your full term and anticipated that you would certainly serve out your term to see the physical launch of notes and coins. Now we've seen the physical launch of notes and coins, I'm sure the committee would be interested whether you plan to continue to the end of your term or whether you intend to retire early and if so, when you might plan to do that?   Mr Duisenberg   To the last question I can be very brief. I can only repeat what I said when I was appointed and what I said here. I said that I was happy with the appointment and I warned the appointers that in view of my age, I regarded it as unlikely that I would serve the full term. But, the decision on when is mine and mine alone - and I haven't made up my mind yet. The 3% limit is, for the European Central Bank and for the Governing Council, not a relevant factor in determining its monetary policy stance. The 3% deficit limit is part of the Stability and Growth Pact, and in that pact the ECB is not even mentioned.   Mr Katiforis (PSE/EL)   Mr President, I for one, am so satisfied with your management of the European Central Bank and the introduction of the common currency that I wish you eternal youth. Now, my substantive question is in a different sphere. Until recently there was, so to speak, a unity of dogma on the two sides of the Atlantic about fiscal policy. The United States insisted on fiscal orthodoxy, on the limitation and the abolition of fiscal debts. And Europe did the same and you continue insisting on that. But in the United States now, it's deficit financing 'til the eye can see. Does this change influence you at all? Or influence the central bank at all in modifying its opposition to an expansionary fiscal policy, especially in times of recession or slowdown. You have spoken optimistically about the end but in fact we don't know whether it is ending and whether there will be a recovery this year or next or whether that recovery will be worthwhile, will be strong enough to revive economic activity.   Mr Duisenberg   Our monetary policy strategy is complicated, but very clear and we explain it day after day. In the two-pillar strategy, under the second pillar, we certainly come to a judgement about fiscal developments as we see them – it is one of the indicators we look at in determining our policy stance. And, the current economic developments do not change in any way our long-term oriented reasoning nor our long-term oriented stance. Only as a side remark - I would like to remark that for this year for example the fiscal deficit of the euro area aggregated, is expected to be1.4% of GDP. This is a Commission estimate. And the estimate the IMF made for the United States is a deficit of 0.5% of GDP. So there is still some way to go.   Mr Katiforis (PSE/EL)   But this is a rather static way of looking at things and in the United States it is clear that we have shifted very rapidly from a forecast and a policy indeed supporting fiscal surpluses to a changeover which is dramatic. So in dynamic terms, and I thank you for those figures, but in dynamic process, the United States has turned around very quickly whereas it seems to me that in a period of economic slowdown, not recession because you won't accept the term, some greater flexibility is of importance - not in order to frame a monetary policy but in the general climate you create by your advice to governments.   Mr Duisenberg   The general climate I create is to tell governments 1) we are not yet in a recession and we will not be in a recession as the United States is, and 2) what we suffer most from is the lack of confidence of consumers and investors in their own future. And we have to do everything in our power to restore the confidence of the consumers and investors all around Europe. Our reasoning is that if the European Central Bank sticks to its forward-looking, stable and stabilisation-directed policy, and if governments do the same, if they convince the public that their medium-term oriented policy will not be disturbed by short-term developments, then we think that both the European Central Bank and the governments will make a big contribution to the restoration of confidence amongst the people. In the same breath we say, in Europe, to the extent that you are adhering to the Stability and Growth Pact, that is you have already sanitized your public finances so that there are surpluses or at least balanced budgets, you can also let the automatic stabilisers in the fiscal sphere do their work fully. To the extent that you, governments, have not used the previous period, when we had a boom in the economy, to an adequate extent so that you are safely below the 3%, you can also let the automatic stabilisers function but there are limits there. You can not let them function fully in all likelihood.   Mr Tannock (PPE-ED/UK)   Madame Chairman thank you. Mr President, first of all I too would like to congratulate the sheer professionalism in handling the logistics of the launching of the euro notes and coins by the ECB, Commission and national central banks. Frankly, coming from a country which is out and a party which is opposed to joining, I was expecting more glitches and popular resentment at the imposition of an unfamiliar currency. Nevertheless, as an MEP I found it quite useful to be able to travel between Brussels and Strasbourg using the euro. (Laughter and applause) I'm still unconvinced, however, that the 500 euro note will do anything other than serve the interests of tax evaders, money launderers and other criminals, and I found the one and two cent pieces an irritant in my pocket and I do hope they are phased out as soon as possible. But my question, Mr President - In the event of an asymmetric shock to one country in euroland, which may require a large bailout, for which presumably the risk will become even greater after enlargement, do you think that the existing EU budget, at 1.27% of GDP, will be large enough to fund this through transfer payments, or will it require a much larger EU budget and therefore direct EU levy taxes? After all, the USA federal budget is of the order of 20% of their GDP, and there of course labour mobility is much larger.   Mr Duisenberg   One brief remark on the 500 euro note. I do want to recall (I've said it before in this parliament) that six out of the twelve countries for a long time had notes in circulation of a value of between 500 and 600 euro. If you were not to issue this note, criminal elements undoubtedly would find other bearers of value in which to invest the proceeds of their criminal activities, let alone that there always will be the 1000 Swiss franc note. On the transfer, I believe that is a question to be asked to the European Commission and finance ministers. In principle, for the effect you prescribe, the requirement of a large bailout if there is an asymmetric shock, the Treaty of Maastricht prevents such bailouts taking place. But the question basically is, are the Structural Funds of the EU budget large enough, and I believe that I have to indeed leave the answer to that question to the fiscal authorities together with the European Commission.   Mrs Van den Burg (PSE/NL)   Thank you Madame chairman. Mr Duisenberg, you just mentioned something about the psychological effect of the introduction of the notes and coins, which had quite an impact on people compared to the earlier introduction of the single currency. It struck me as well that public opinion has been affected greatly by that psychological effect and there is much greater awareness now of the link between the monetary project and the greater project of European integration, that's the case anyway in the Netherlands and we've seen that being expressed in publications there. And this with the convention which will prepare for the future of the Union, we are going to see a continuation of that political break and over the Christmas break I had the pleasure of reading a book written by one of your former colleagues, André Szász who also said that in Maastricht the monetary union had been dissociated from the political union but clearly now we are seeing the two being associated and linked again and Mr Wellink also said that he felt monetary union to be a part of that greater political project. I'd like to know what you think about the fact that this discussion has been restarted.   Mr Duisenberg   Is monetary union possible without political union, that basically is the question, and will the introduction of notes and coins do something to bring political union closer? I always find it very difficult to define what does it mean - political union? Which field of politics are we talking about, is it fiscal politics, social politics, foreign policy, defence, law, everything? I am of the opinion that the psychological impact of the cash changeover, at least I have that impression, has given a great boost to the feeling of sort of fraternalization ('Verbroedering') in Europe amongst the population. The public will start to exert pressure on their elected representatives to also come to further harmonisation of policies or even integration in some cases in various other fields, because the public will not understand that policies can be so different in the various areas of a region, and we are no more than a region in the euro area, which uses one currency, which daily goes through our hands. But then in practice, it is my conviction that in certain policy areas, for example tax harmonisation, the single currency will, by making prices transparent and easily comparable in the various countries, pressure will arise to come to a greater harmonisation e.g. of indirect taxes, of excise taxes, of income taxes. That pressure will undoubtedly be there. I also believe myself that it will happen without saying that in the end the systems will be equal everywhere. There can very well be differences and there is no attack on national sovereignty in all these areas. At the same time in, for example, the fiscal structure or the social benefits structure, the gap is narrowing. But it will also be a long time before we can say: now really we have an integrated or harmonised policy in all areas. We may talk about decades rather than about years.   Mr Purvis (PPE-ED/UK)   Mr President, it seems quite premature to me but there appears to be some disappointment among politicians and journalists at the relatively meagre take-up of the euro as a reserve currency around the world. Is the ECB actively promoting the euro's reserve role or intending to promote that role, and if so, why is it such a good thing to be a reserve currency. Would you like to see the euro as a major reserve currency and what, if you do is, the time frame? If not, what will you do to discourage it? Would it be more relevant to work towards the use, the denomination in euros of international trade of commodities such as oil, pulp and paper, major EU agricultural products and other commodities in euros and what do you feel is the potential here, and can this be achieved separately from the role as a reserve currency or are they inevitably combined?   Mr Duisenberg   The ECB neither encourages or discourages the use of the euro as an international reserve currency. At the moment, the euro represents roughly 13% of world reserves and the major reserve currency undoubtedly is the US dollar. But we are not in competition with the US dollar in that respect. So, the answer to your question is no. We observe that the use of the euro as a reserve currency is increasing - we see that from the statistics that are being published by the BIS for example. It is increasing but it is a slow process and it is in all likelihood going to remain a slow process. I don't have to remind you that in the past big central banks have made quite some efforts to discourage the use of their currency by other authorities, as they would be too far away for their monetary policy to reach. But in the end, all central banks that have tried to discourage the use of their currency as a reserve currency, the Bundesbank is one example, have given up the discouragement because it was ultimately the market that determined the outcome, and we expect the same for the euro. Now I often give the example that around the turn of the last century, around 1900, the United States already was by far the largest economic power in the world. But it took the dollar about 60 years to replace sterling as the world most important and the internationally most-used currency. The other part of the question, our stance on invoicing, we are also neither encouraging nor discouraging that. What we are encouraging people to do, but in the euro area, is to do as much as their invoicing as possible in euros so that they can avoid the exchange rate risks with third countries," including the ""outs""", and they can thereby lower their costs by avoiding having to pay a risk premium in the price for the goods they deliver. It is likely that the habit of invoicing in euros will spread, also in the light of the accession of at least ten new countries to the European Union and ultimately, some time later, to the euro area.   Chairman, Mrs Randzio-Plath (PES/D)   Thank you. That concludes our first monetary dialogue. President I hope that the introductory phase can be successfully completed and that this year will be characterised by price stability, low interest rates, better growth and more employment. That would be a very good first year for the euro for Europe and I hope that the euro will become the keyword for 2002. Thank you.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
